SDD21_Lower	SDD11_Upper	SCD21_Upper	SCD22_Upper	SCD21-SDD21_Upper	NEXT_Upper	SDD21_offset
-11	-5.257860744	-18	-10.05786074	-10	-35	0.915064
-11	-5.24568768	-18	-10.04568768	-10	-35	0.916107
-11	-5.233540217	-18	-10.03354022	-10	-35	0.91743
-11	-5.221418247	-18	-10.02141825	-10	-35	0.918857
-11	-5.209321663	-18	-10.00932166	-10	-35	0.919782
-11	-5.197250359	-18	-10	-10	-35	0.920171
-11	-5.185204231	-18	-10	-10	-35	0.921901
-11	-5.173183172	-18	-10	-10	-35	0.922413
-11	-5.161187079	-18	-10	-10	-35	0.923363
-11	-5.149215849	-18	-10	-10	-35	0.924268
-11	-5.137269378	-18	-10	-10	-35	0.925526
-11	-5.125347564	-18	-10	-10	-35	0.928615
-11	-5.113450307	-18	-10	-10	-35	0.929648
-11	-5.101577504	-18	-10	-10	-35	0.930324
-11	-5.089729055	-18	-10	-10	-35	0.932116
-11	-5.077904861	-18	-10	-10	-35	0.933854
-11	-5.066104823	-18	-10	-10	-35	0.933909
-11	-5.054328843	-18	-10	-10	-35	0.934365
-11	-5.042576821	-18	-10	-10	-35	0.936234
-11	-5.030848661	-18	-10	-10	-35	0.936369
-11	-5.019144267	-18	-10	-10	-35	0.937847
-11	-5.007463542	-18	-10	-10	-35	0.938939
-11	-4.99580639	-18	-10	-10	-35	0.941048
-11	-4.984172718	-18	-10	-10	-35	0.942011
-11	-4.972562429	-18	-10	-10	-35	0.943013
-11	-4.960975431	-18	-10	-10	-35	0.945128
-11	-4.94941163	-18	-10	-10	-35	0.946701
-11	-4.937870934	-18	-10	-10	-35	0.947647
-11	-4.92635325	-18	-10	-10	-35	0.949822
-11	-4.914858487	-18	-10	-10	-35	0.950483
-11	-4.903386553	-18	-10	-10	-35	0.951726
-11	-4.891937359	-18	-10	-10	-35	0.953265
-11	-4.880510814	-18	-10	-10	-35	0.954123
-11	-4.869106829	-18	-10	-10	-35	0.954808
-11	-4.857725314	-18	-10	-10	-35	0.956261
-11	-4.846366183	-18	-10	-10	-35	0.956878
-11	-4.835029346	-18	-10	-10	-35	0.958408
-11	-4.823714716	-18	-10	-10	-35	0.961094
-11	-4.812422207	-18	-10	-10	-35	0.961022
-11	-4.801151732	-18	-10	-10	-35	0.963054
-11	-4.789903205	-18	-10	-10	-35	0.965843
-11	-4.778676542	-18	-10	-10	-35	0.968632
-11	-4.767471656	-18	-10	-10	-35	0.96931
-11	-4.756288465	-18	-10	-10	-35	0.970973
-11	-4.745126883	-18	-10	-10	-35	0.97189
-11	-4.733986828	-18	-10	-10	-35	0.972683
-11	-4.722868217	-18	-10	-10	-35	0.975087
-11	-4.711770968	-18	-10	-10	-35	0.975752
-11	-4.700694998	-18	-10	-10	-35	0.977818
-11	-4.689640226	-18	-10	-10	-35	0.980035
-11	-4.678606571	-18	-10	-10	-35	0.98098
-11	-4.667593952	-18	-10	-10	-35	0.982248
-11	-4.656602291	-18	-10	-10	-35	0.984313
-11	-4.645631505	-18	-10	-10	-35	0.987585
-11	-4.634681518	-18	-10	-10	-35	0.987751
-11	-4.62375225	-18	-10	-10	-35	0.991142
-11	-4.612843622	-18	-10	-10	-35	0.992581
-11	-4.601955557	-18	-10	-10	-35	0.994028
-11	-4.591087978	-18	-10	-10	-35	0.995831
-11	-4.580240808	-18	-10	-10	-35	0.99666
-11	-4.569413969	-18	-10	-10	-35	0.997427
-11	-4.558607387	-18	-10	-10	-35	0.999055
-11	-4.547820985	-18	-10	-10	-35	1.000542
-11	-4.537054688	-18	-10	-10	-35	1.000334
-11	-4.526308421	-18	-10	-10	-35	1.002975
-11	-4.515582111	-18	-10	-10	-35	1.004517
-11	-4.504875682	-18	-10	-10	-35	1.005897
-11	-4.494189062	-18	-10	-10	-35	1.008433
-11	-4.483522177	-18	-10	-10	-35	1.010021
-11	-4.472874954	-18	-10	-10	-35	1.011407
-11	-4.462247322	-18	-10	-10	-35	1.012511
-11	-4.451639207	-18	-10	-10	-35	1.015265
-11	-4.44105054	-18	-10	-10	-35	1.015485
-11	-4.430481248	-18	-10	-10	-35	1.017647
-11	-4.41993126	-18	-10	-10	-35	1.019227
-11	-4.409400507	-18	-10	-10	-35	1.02159
-11	-4.398888917	-18	-10	-10	-35	1.021365
-11	-4.388396423	-18	-10	-10	-35	1.022239
-11	-4.377922954	-18	-10	-10	-35	1.02385
-11	-4.367468441	-18	-10	-10	-35	1.025356
-11	-4.357032817	-18	-10	-10	-35	1.025798
-11	-4.346616012	-18	-10	-10	-35	1.02777
-11	-4.33621796	-18	-10	-10	-35	1.029111
-11	-4.325838592	-18	-10	-10	-35	1.031511
-11	-4.315477842	-18	-10	-10	-35	1.03231
-11	-4.305135643	-18	-10	-10	-35	1.03317
-11	-4.294811929	-18	-10	-10	-35	1.032771
-11	-4.284506633	-18	-10	-10	-35	1.033336
-11	-4.274219691	-18	-10	-10	-35	1.034323
-11	-4.263951036	-18	-10	-10	-35	1.035841
-11	-4.253700605	-18	-10	-10	-35	1.037812
-11	-4.243468332	-18	-10	-10	-35	1.038546
-11	-4.233254153	-18	-10	-10	-35	1.041075
-11	-4.223058004	-18	-10	-10	-35	1.04013
-11	-4.212879823	-18	-10	-10	-35	1.041628
-11	-4.202719545	-18	-10	-10	-35	1.043153
-11	-4.192577107	-18	-10	-10	-35	1.043505
-11	-4.182452448	-18	-10	-10	-35	1.045442
-11	-4.172345505	-18	-10	-10	-35	1.046697
-11	-4.162256216	-18	-10	-10	-35	1.048511
-11	-4.152184519	-18	-10	-10	-35	1.048886
-11	-4.142130353	-18	-10	-10	-35	1.051117
-11	-4.132093658	-18	-10	-10	-35	1.051652
-11	-4.122074373	-18	-10	-10	-35	1.053093
-11	-4.112072437	-18	-10	-10	-35	1.054295
-11	-4.10208779	-18	-10	-10	-35	1.055283
-11	-4.092120373	-18	-10	-10	-35	1.056575
-11	-4.082170127	-18	-10	-10	-35	1.057408
-11	-4.072236992	-18	-10	-10	-35	1.058943
-11	-4.062320909	-18	-10	-10	-35	1.059128
-11	-4.052421821	-18	-10	-10	-35	1.061855
-11	-4.042539669	-18	-10	-10	-35	1.062068
-11	-4.032674395	-18	-10	-10	-35	1.064216
-11	-4.022825941	-18	-10	-10	-35	1.066187
-11	-4.012994251	-18	-10	-10	-35	1.06738
-11	-4.003179267	-18	-10	-10	-35	1.068318
-11	-3.993380933	-18	-10	-10	-35	1.069961
-11	-3.983599192	-18	-10	-10	-35	1.070716
-11	-3.973833988	-18	-10	-10	-35	1.072161
-11	-3.964085266	-18	-10	-10	-35	1.073222
-11	-3.95435297	-18	-10	-10	-35	1.075209
-11	-3.944637044	-18	-10	-10	-35	1.075748
-11	-3.934937433	-18	-10	-10	-35	1.078032
-11	-3.925254084	-18	-10	-10	-35	1.078342
-11	-3.915586941	-18	-10	-10	-35	1.080509
-11	-3.90593595	-18	-10	-10	-35	1.082425
-11	-3.9	-18	-10	-10	-35	1.083018
-11	-3.9	-18	-10	-10	-35	1.083816
-11	-3.9	-18	-10	-10		1.085436
-11	-3.9	-18	-10	-10		1.086987
-11	-3.9	-18	-10	-10		1.08786
-11	-3.9	-18	-10	-10		1.08908
-11	-3.9	-18	-10	-10		1.091233
-11	-3.9	-18	-10	-10		1.093519
-11	-3.9	-18	-10	-10		1.094576
-11	-3.9	-18	-10	-10		1.095936
-11	-3.9	-18	-10	-10		1.098157
-11	-3.9	-18	-10	-10		1.098676
-11	-3.9	-18	-10	-10		1.099016
-11	-3.9	-18	-10	-10		1.102233
-11	-3.9	-18	-10	-10		1.103164
-11	-3.9	-18	-10	-10		1.105615
-11	-3.9	-18	-10	-10		1.107429
-11	-3.9	-18	-10	-10		1.109213
-11	-3.9	-18	-10	-10		1.108995
-11	-3.9	-18	-10	-10		1.110701
-11	-3.9	-18	-10	-10		1.112188
-11	-3.9	-18	-10	-10		1.113118
-11	-3.9	-18	-10	-10		1.114367
-11	-3.9	-18	-10	-10		1.115618
-11	-3.9	-18	-10	-10		1.116772
-11	-3.9	-18	-10	-10		1.117738
-11	-3.9	-18	-10	-10		1.120899
-11	-3.9	-18	-10	-10		1.120606
-11	-3.9	-18	-10	-10		1.121568
-11	-3.9	-18	-10	-10		1.123491
-11	-3.9	-18	-10	-10		1.12623
-11	-3.9	-18	-10	-10		1.125421
-11	-3.9	-18	-10	-10		1.12823
-11	-3.9	-18	-10	-10		1.129389
-11	-3.9	-18	-10	-10		1.130789
-11	-3.9	-18	-10	-10		1.133108
-11	-3.9	-18	-10	-10		1.133605
-11	-3.9	-18	-10	-10		1.134942
-11	-3.9	-18	-10	-10		1.135596
-11	-3.9	-18	-10	-10		1.137279
-11	-3.9	-18	-10	-10		1.137996
-11	-3.9	-18	-10	-10		1.140012
-11	-3.9	-18	-10	-10		1.141187
-11	-3.9	-18	-10	-10		1.143529
-11	-3.9	-18	-10	-10		1.144709
-11	-3.9	-18	-10	-10		1.145559
-11	-3.9	-18	-10	-10		1.147347
-11	-3.9	-18	-10	-10		1.14908
-11	-3.9	-18	-10	-10		1.150239
-11	-3.9	-18	-10	-10		1.150567
-11	-3.9	-18	-10	-10		1.152153
-11	-3.9	-18	-10	-10		1.153392
-11	-3.9	-18	-10	-10		1.154728
-11	-3.9	-18	-10	-10		1.156677
-11	-3.9	-18	-10	-10		1.157171
-11	-3.9	-18	-10	-10		1.158506
-11	-3.9	-18	-10	-10		1.159951
-11	-3.9	-18	-10	-10		1.160759
-11	-3.9	-18	-10	-10		1.163996
-11	-3.9	-18	-10	-10		1.164065
-11	-3.9	-18	-10	-10		1.166777
-11	-3.9	-18	-10	-10		1.168732
-11	-3.9	-18	-10	-10		1.168121
-11	-3.9	-18	-10	-10		1.169092
-11	-3.9	-18	-10	-10		1.171317
-11	-3.9	-18	-10	-10		1.172381
-11	-3.9	-18	-10	-10		1.173916
-11	-3.9	-18	-10	-10		1.174978
-11	-3.9	-18	-10	-10		1.175714
-11	-3.9	-18	-10	-10		1.175603
-11	-3.9	-18	-10	-10		1.17729
-11	-3.9	-18	-10	-10		1.179992
-11	-3.9	-18	-10	-10		1.179318
-11	-3.9	-18	-10	-10		1.181603
-11	-3.9	-18	-10	-10		1.183576
-11	-3.9	-18	-10	-10		1.184956
-11	-3.9	-18	-10	-10		1.186339
-11	-3.9	-18	-10	-10		1.186976
-11	-3.9	-18	-10	-10		1.188964
-11	-3.9	-18	-10	-10		1.188885
-11	-3.9	-18	-10	-10		1.191048
-11	-3.9	-18	-10	-10		1.192356
-11	-3.9	-18	-10	-10		1.19319
-11	-3.9	-18	-10	-10		1.194995
-11	-3.9	-18	-10	-10		1.196288
-11	-3.9	-18	-10	-10		1.197998
-11	-3.9	-18	-10	-10		1.199576
-11	-3.9	-18	-10	-10		1.199713
-11	-3.9	-18	-10	-10		1.202089
-11	-3.9	-18	-10	-10		1.205158
-11	-3.9	-18	-10	-10		1.20669
-11	-3.9	-18	-10	-10		1.206052
-11	-3.9	-18	-10	-10		1.207378
-11	-3.9	-18	-10	-10		1.207287
-11	-3.9	-18	-10	-10		1.209924
-11	-3.9	-18	-10	-10		1.209852
-11	-3.9	-18	-10	-10		1.211071
-11	-3.9	-18	-10	-10		1.213152
-11	-3.9	-18	-10	-10		1.214098
-11	-3.9	-18	-10	-10		1.216921
-11	-3.9	-18	-10	-10		1.218743
-11	-3.9	-18	-10	-10		1.220462
-11	-3.9	-18	-10	-10		1.221259
-11	-3.9	-18	-10	-10		1.222521
-11	-3.9	-18	-10	-10		1.223981
-11	-3.9	-18	-10	-10		1.223825
-11	-3.9	-18	-10	-10		1.225094
-11	-3.9	-18	-10	-10		1.227352
-11	-3.9	-18	-10	-10		1.227075
-11	-3.9	-18	-10	-10		1.227149
-11	-3.9	-18	-10	-10		1.229632
-11	-3.9	-18	-10	-10		1.230372
-11	-3.9	-18	-10	-10		1.232298
-11	-3.9	-18	-10	-10		1.233139
-11	-3.9	-18	-10	-10		1.235924
-11	-3.9	-18	-10	-10		1.2366
-11	-3.9	-18	-10	-10		1.238376
-11	-3.9	-18	-10	-10		1.240534
-11	-3.9	-18	-10	-10		1.24237
-11	-3.9	-18	-10	-10		1.243324
-11	-3.9	-18	-10	-10		1.244322
-11	-3.9	-18	-10	-10		1.245551
-11	-3.9	-18	-10	-10		1.247198
-11	-3.9	-18	-10	-10		1.248691
-11	-3.9	-18	-10	-10		1.249699
-11	-3.9	-18	-10	-10		1.249522
-11	-3.9	-18	-10	-10		1.252013
-11	-3.9	-18	-10	-10		1.252416
-11	-3.9	-18	-10	-10		1.254491
-11	-3.9	-18	-10	-10		1.256477
-11	-3.9	-18	-10	-10		1.257906
-11	-3.9	-18	-10	-10		1.258389
-11	-3.9	-18	-10	-10		1.259293
-11	-3.9	-18	-10	-10		1.259776
-11	-3.9	-18	-10	-10		1.261607
-11	-3.9	-18	-10	-10		1.2642
-11	-3.9	-18	-10	-10		1.265419
-11	-3.9	-18	-10	-10		1.266665
-11	-3.9	-18	-10	-10		1.266789
-11	-3.9	-18	-10	-10		1.268576
-11	-3.9	-18	-10	-10		1.270444
-11	-3.9	-18	-10	-10		1.271389
-11	-3.9	-18	-10	-10		1.273263
-11	-3.9	-18	-10	-10		1.274103
-11	-3.9	-18	-10	-10		1.276
-11	-3.9	-18	-10	-10		1.277601
-11	-3.9	-18	-10	-10		1.278532
-11	-3.9	-18	-10	-10		1.281154
-11	-3.9	-18	-10	-10		1.282436
-11	-3.9	-18	-10	-10		1.28341
-11	-3.9	-18	-10	-10		1.283777
-11	-3.9	-18	-10	-10		1.286325
-11	-3.9	-18	-10	-10		1.288152
-11	-3.9	-18	-10	-10		1.289154
-11	-3.9	-18	-10	-10		1.291256
-11	-3.9	-18	-10	-10		1.291174
-11	-3.9	-18	-10	-10		1.292424
-11	-3.9	-18	-10	-10		1.294652
-11	-3.9	-18	-10	-10		1.295388
-11	-3.9	-18	-10	-10		1.297836
-11	-3.9	-18	-10	-10		1.299517
-11	-3.9	-18	-10	-10		1.300353
-11	-3.9	-18	-10	-10		1.302354
-11	-3.9	-18	-10	-10		1.303896
-11	-3.9	-18	-10	-10		1.305635
-11	-3.9	-18	-10	-10		1.305633
-11	-3.9	-18	-10	-10		1.306121
-11	-3.9	-18	-10	-10		1.308782
-11	-3.9	-18	-10	-10		1.309602
-11	-3.9	-18	-10	-10		1.310977
-11	-3.9	-18	-10	-10		1.312806
-11	-3.9	-18	-10	-10		1.314485
-11	-3.9	-18	-10	-10		1.317379
-11	-3.9	-18	-10	-10		1.318082
-11	-3.9	-18	-10	-10		1.320188
-11	-3.9	-18	-10	-10		1.321922
-11	-3.9	-18	-10	-10		1.323067
-11	-3.9	-18	-10	-10		1.325029
-11	-3.9	-18	-10	-10		1.326189
-11	-3.9	-18	-10	-10		1.326722
-11	-3.9	-18	-10	-10		1.328415
-11	-3.9	-18	-10	-10		1.329947
-11	-3.9	-18	-10	-10		1.331659
-11	-3.9	-18	-10	-10		1.331272
-11	-3.9	-18	-10	-10		1.334368
-11	-3.9	-18	-10	-10		1.336009
-11	-3.9	-18	-10	-10		1.336686
-11	-3.9	-18	-10	-10		1.338349
-11	-3.9	-18	-10	-10		1.339142
-11	-3.9	-18	-10	-10		1.340036
-11	-3.9	-18	-10	-10		1.341975
-11	-3.9	-18	-10	-10		1.343989
-11	-3.9	-18	-10	-10		1.344657
-11	-3.9	-18	-10	-10		1.346017
-11	-3.9	-18	-10	-10		1.348122
-11	-3.9	-18	-10	-10		1.350193
-11	-3.9	-18	-10	-10		1.350734
-11	-3.9	-18	-10	-10		1.351046
-11	-3.9	-18	-10	-10		1.351537
-11	-3.9	-18	-10	-10		1.353293
-11	-3.9	-18	-10	-10		1.354194
-11	-3.9	-18	-10	-10		1.355646
-11	-3.9	-18	-10	-10		1.356432
-11	-3.9	-18	-10	-10		1.35657
-11	-3.9	-18	-10	-10		1.359418
-11	-3.9	-18	-10	-10		1.35974
-11	-3.9	-18	-10	-10		1.361216
-11	-3.9	-18	-10	-10		1.361915
-11	-3.9	-18	-10	-10		1.364646
-11	-3.9	-18	-10	-10		1.365087
-11	-3.9	-18	-10	-10		1.368163
-11	-3.9	-18	-10	-10		1.369249
-11	-3.9	-18	-10	-10		1.36855
-11	-3.9	-18	-10	-10		1.370966
-11	-3.9	-18	-10	-10		1.370484
-11	-3.9	-18	-10	-10		1.373498
-11	-3.9	-18	-10	-10		1.373356
-11	-3.9	-18	-10	-10		1.375619
-11	-3.9	-18	-10	-10		1.376975
-11	-3.9	-18	-10	-10		1.37678
-11	-3.9	-18	-10	-10		1.378369
-11	-3.9	-18	-10	-10		1.380238
-11	-3.9	-18	-10	-10		1.381348
-11	-3.9	-18	-10	-10		1.383251
-11	-3.9	-18	-10	-10		1.383569
-11	-3.9	-18	-10	-10		1.38543
-11	-3.9	-18	-10	-10		1.386061
-11	-3.9	-18	-10	-10		1.388565
-11	-3.9	-18	-10	-10		1.388551
-11	-3.9	-18	-10	-10		1.390074
-11	-3.9	-18	-10	-10		1.391752
-11	-3.9	-18	-10	-10		1.392904
-11	-3.9	-18	-10	-10		1.393684
-11	-3.9	-18	-10	-10		1.395102
-11	-3.9	-18	-10	-10		1.397344
-11	-3.9	-18	-10	-10		1.398854
-11	-3.9	-18	-10	-10		1.399238
-11	-3.9	-18	-10	-10		1.400763
-11	-3.9	-18	-10	-10		1.402198
-11	-3.9	-18	-10	-10		1.404482
-11	-3.9	-18	-10	-10		1.406354
-11	-3.9	-18	-10	-10		1.406791
-11	-3.9	-18	-10	-10		1.408489
-11	-3.9	-18	-10	-10		1.41046
-11	-3.9	-18	-10	-10		1.411461
-11	-3.9	-18	-10	-10		1.412397
-11	-3.9	-18	-10	-10		1.414865
-11	-3.9	-18	-10	-10		1.415565
-11	-3.9	-18	-10	-10		1.418412
-11	-3.9	-18	-10	-10		1.418052
-11	-3.9	-18	-10	-10		1.418841
-11	-3.9	-18	-10	-10		1.421474
-11	-3.9	-18	-10	-10		1.422357
-11	-3.9	-18	-10	-10		1.422868
-11	-3.9	-18	-10	-10		1.423961
-11	-3.9	-18	-10	-10		1.425335
-11	-3.9	-18	-10	-10		1.427364
-11	-3.9	-18	-10	-10		1.429679
-11	-3.9	-18	-10	-10		1.430677
-11	-3.9	-18	-10	-10		1.432011
-11	-3.9	-18	-10	-10		1.43279
-11	-3.9	-18	-10	-10		1.435698
-11	-3.9	-18	-10	-10		1.436845
-11	-3.9	-18	-10	-10		1.439633
-11	-3.9	-18	-10	-10		1.440232
-11	-3.9	-18	-10	-10		1.44207
-11	-3.9	-18	-10	-10		1.444593
-11	-3.9	-18	-10	-10		1.445263
-11	-3.9	-18	-10	-10		1.446071
-11	-3.9	-18	-10	-10		1.447704
-11	-3.9	-18	-10	-10		1.449527
-11	-3.9	-18	-10	-10		1.452035
-11	-3.9	-18	-10	-10		1.454096
-11	-3.9	-18	-10	-10		1.455312
-11	-3.9	-18	-10	-10		1.456364
-11	-3.9	-18	-10	-10		1.457748
-11	-3.9	-18	-10	-10		1.460534
-11	-3.9	-18	-10	-10		1.462237
-11	-3.9	-18	-10	-10		1.46276
-11	-3.9	-18	-10	-10		1.463432
-11	-3.9	-18	-10	-10		1.466473
-11	-3.9	-18	-10	-10		1.467568
-11	-3.9	-18	-10	-10		1.468503
-11	-3.9	-18	-10	-10		1.469565
-11	-3.9	-18	-10	-10		1.471752
-11	-3.9	-18	-10	-10		1.473773
-11	-3.9	-18	-10	-10		1.473902
-11	-3.9	-18	-10	-10		1.476882
-11	-3.9	-18	-10	-10		1.477144
-11	-3.9	-18	-10	-10		1.479657
-11	-3.9	-18	-10	-10		1.48027
-11	-3.9	-18	-10	-10		1.480108
-11	-3.9	-18	-10	-10		1.482079
-11	-3.9	-18	-10	-10		1.482478
-11	-3.9	-18	-10	-10		1.484262
-11	-3.9	-18	-10	-10		1.485165
-11	-3.9	-18	-10	-10		1.485687
-11	-3.9	-18	-10	-10		1.488432
-11	-3.9	-18	-10	-10		1.489072
-11	-3.9	-18	-10	-10		1.492075
-11	-3.9	-18	-10	-10		1.4922
-11	-3.9	-18	-10	-10		1.493552
						1.494821
						1.495452
						1.494846
						1.495146
						1.495937
						1.49565
						1.49697
						1.496962
						1.49904
						1.49985
						1.502747
						1.503121
						1.505829
						1.505836
						1.50672
						1.507072
						1.50799
						1.508465
						1.510866
						1.510263
						1.511572
						1.513508
						1.514963
						1.515335
						1.515954
						1.517303
						1.51833
						1.519418
						1.520569
						1.521654
						1.524126
						1.525549
						1.52796
						1.528946
						1.529832
						1.532793
						1.533131
						1.53477
						1.537192
						1.538282
						1.539227
						1.539992
						1.541209
						1.541942
						1.543732
						1.544496
						1.548195
						1.548702
						1.55102
						1.552296
						1.554145
						1.55686
						1.557922
						1.559172
						1.561241
						1.561043
						1.564186
						1.564557
						1.565114
						1.566302
						1.570302
						1.571681
						1.574301
						1.575429
						1.578154
						1.580672
						1.581867
						1.581899
						1.584645
						1.586282
						1.584365
						1.587495
						1.588323
						1.592914
						1.590961
						1.593242
						1.59505
						1.598389
						1.599798
						1.601602
						1.60134
						1.602253
						1.604305
						1.603355
						1.605268
						1.606903
						1.606984
						1.609419
						1.611115
						1.61295
						1.61213
						1.614059
						1.614654
						1.617971
						1.618568
						1.620356
						1.621027
						1.619663
						1.62157
						1.622555
						1.624904
						1.623034
						1.624063
						1.626602
						1.627084
						1.628414
						1.631111
						1.631925
						1.633843
						1.634835
						1.636906
						1.636499
						1.636829
						1.637524
						1.639479
						1.640388
						1.641618
						1.64303
						1.642907
						1.646714
						1.647264
						1.647117
						1.649774
						1.651085
						1.652529
						1.654006
						1.654509
						1.655911
						1.65747
						1.659562
						1.660772
						1.660412
						1.663447
						1.664772
						1.666214
						1.665995
						1.6675
						1.667602
						1.66562
						1.669428
						1.671915
						1.674398
						1.674877
						1.678441
						1.678083
						1.680244
						1.682367
						1.683212
						1.683665
						1.686703
						1.686396
						1.68915
						1.689141
						1.689341
						1.691758
						1.695103
						1.696613
						1.699256
						1.701595
						1.702088
						1.702972
						1.704164
						1.706202
						1.705222
						1.707355
						1.707942
						1.709949
						1.711209
						1.714791
						1.717315
						1.718064
						1.719175
						1.720719
						1.721781
						1.721826
						1.724691
						1.725224
						1.726316
						1.727024
						1.72865
						1.731176
						1.731032
						1.732791
						1.734222
						1.736813
						1.73728
						1.740043
						1.741614
						1.741759
						1.744624
						1.745648
						1.74618
						1.746015
						1.747493
						1.747045
						1.748107
						1.747861
						1.751003
						1.750323
						1.751691
						1.751407
						1.752919
						1.753694
						1.756115
						1.756372
						1.755172
						1.758124
						1.75956
						1.759492
						1.761443
						1.761268
						1.763631
						1.764785
						1.765542
						1.764929
						1.76668
						1.768948
						1.771198
						1.771054
						1.771161
						1.773724
						1.775874
						1.774516
						1.77699
						1.777415
						1.780908
						1.783191
						1.783309
						1.785986
						1.786718
						1.787552
						1.790039
						1.791469
						1.791494
						1.794995
						1.795545
						1.796276
						1.798228
						1.800919
						1.801188
						1.803293
						1.801924
						1.805515
						1.805349
						1.806726
						1.810238
						1.811516
						1.815282
						1.817499
						1.818443
						1.819178
						1.81974
						1.82023
						1.821196
						1.821995
						1.823941
						1.82657
						1.826644
						1.829269
						1.830623
						1.831822
						1.833308
						1.836692
						1.836508
						1.838834
						1.838147
						1.839401
						1.839662
						1.842718
						1.843744
						1.845558
						1.847341
						1.847608
						1.850063
						1.84992
						1.852045
						1.851703
						1.851053
						1.854417
						1.856699
						1.85995
						1.86031
						1.862064
						1.86535
						1.865567
						1.867765
						1.867802
						1.869868
						1.868753
						1.868884
						1.870045
						1.871849
						1.869505
						1.874534
						1.876311
						1.876364
						1.877789
						1.879588
						1.881366
						1.882239
						1.884179
						1.885818
						1.887591
						1.885983
						1.886652
						1.88736
						1.889441
						1.889471
						1.891633
						1.892883
						1.895899
						1.898558
						1.899075
						1.899854
						1.900984
						1.901207
						1.903624
						1.904956
						1.906818
						1.907976
						1.909109
						1.909339
						1.9104
						1.912313
						1.913187
						1.91303
						1.915994
						1.918306
						1.920607
						1.920942
						1.921271
						1.924897
						1.925788
						1.926254
						1.927986
						1.929874
						1.930658
						1.931665
						1.932521
						1.934699
						1.936053
						1.938175
						1.939883
						1.942722
						1.945361
						1.947552
						1.949595
						1.948647
						1.949127
						1.950011
						1.951576
						1.954799
						1.956513
						1.957508
						1.958806
						1.960143
						1.963585
						1.964657
						1.967099
						1.968199
						1.968249
						1.970155
						1.971232
						1.971955
						1.973019
						1.97544
						1.975023
						1.976139
						1.977934
						1.97867
						1.981491
						1.984333
						1.985403
						1.987203
						1.989334
						1.98973
						1.988922
						1.990336
						1.99163
						1.993117
						1.994596
						1.996491
						1.997109
						1.997571
						1.999984
						2.001206
						2.004206
						2.004452
						2.004332
						2.005034
						2.0062
						2.008182
						2.008185
						2.00961
						2.012525
						2.014791
						2.017021
						2.019938
						2.020549
						2.023863
						2.02663
						2.026757
						2.029391
						2.026888
						2.028615
						2.029617
						2.031597
						2.035747
						2.035904
						2.038016
						2.039887
						2.043035
						2.044069
						2.047585
						2.048918
						2.048852
						2.049392
						2.049796
						2.050127
						2.053061
						2.054497
						2.057261
						2.058695
						2.060129
						2.063014
						2.065822
						2.067679
						2.068349
						2.068612
						2.069835
						2.069976
						2.072392
						2.071903
						2.073261
						2.076951
						2.077155
						2.077837
						2.079628
						2.080542
						2.08458
						2.085634
						2.089097
						2.08891
						2.087761
						2.08997
						2.090825
						2.089935
						2.091109
						2.092222
						2.094119
						2.095785
						2.096509
						2.099612
						2.100059
						2.099898
						2.10047
						2.103359
						2.106217
						2.106861
						2.106256
						2.105608
						2.107204
						2.107716
						2.108603
						2.109725
						2.111019
						2.112087
						2.112757
						2.113632
						2.114807
						2.117655
						2.118758
						2.120904
						2.121598
						2.12151
						2.123017
						2.123482
						2.125986
						2.126992
						2.129585
						2.130061
						2.131853
						2.130149
						2.133337
						2.136097
						2.138179
						2.138378
						2.14253
						2.146235
						2.148411
						2.148816
						2.151973
						2.153137
						2.15467
						2.155367
						2.155508
						2.159509
						2.15959
						2.163869
						2.166727
						2.169941
						2.173593
						2.177701
						2.181697
						2.184415
						2.185198
						2.187127
						2.187819
						2.187873
						2.190802
						2.190554
						2.192302
						2.19308
						2.197405
						2.20059
						2.205195
						2.209495
						2.214167
						2.218173
						2.219076
						2.218199
						2.218461
						2.218702
						2.217129
						2.219127
						2.219209
						2.221601
						2.225699
						2.228494
						2.232073
						2.23509
						2.236917
						2.237303
						2.239561
						2.23797
						2.23686
						2.234876
						2.234365
						2.234394
						2.235157
						2.234557
						2.23793
						2.23897
						2.241184
						2.241725
						2.24403
						2.243084
						2.24403
						2.24247
						2.240605
						2.241868
						2.240778
						2.240136
						2.241411
						2.243057
						2.243946
						2.247359
						2.248128
						2.24824
						2.249523
						2.249679
						2.249313
						2.248474
						2.248209
						2.248136
						2.249221
						2.250798
						2.25333
						2.25603
						2.257399
						2.258926
						2.261103
						2.26242
						2.263315
						2.265846
						2.267091
						2.269865
						2.272282
						2.27425
						2.275922
						2.277714
						2.28028
						2.281706
						2.284268
						2.288208
						2.291147
						2.294414
						2.296808
						2.300422
						2.30376
						2.306206
						2.308809
						2.310439
						2.312919
						2.315043
						2.317009
						2.322172
						2.325233
						2.328452
						2.331773
						2.332981
						2.337879
						2.339863
						2.343149
						2.344833
						2.347073
						2.347579
						2.349233
						2.351084
						2.352511
						2.354607
						2.357005
						2.359958
						2.362178
						2.364704
						2.366605
						2.366806
						2.367493
						2.368561
						2.36624
						2.366644
						2.368097
						2.369729
						2.370139
						2.371594
						2.373364
						2.375894
						2.375851
						2.375305
						2.375277
						2.374553
						2.374241
						2.372106
						2.371902
						2.37127
						2.371933
						2.372278
						2.373759
						2.373356
						2.376586
						2.375995
						2.376573
						2.37516
